"ASV","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV57636","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unclassified","Unclassified"
"ASV57637","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Anaerosalibacter"
"ASV57638","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV57639","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unclassified"
"ASV57640","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV57641","Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus"
"ASV57642","Bacteria","Firmicutes","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV57643","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Unclassified","Unclassified"
"ASV57644","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"ASV57645","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV57646","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unclassified"
"ASV57647","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unclassified","Unclassified"
"ASV57648","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV57649","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV57650","Bacteria","Firmicutes","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV57651","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Helcococcus"
"ASV57652","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Nubsella"
"ASV57653","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Cerasicoccus"
"ASV57654","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"ASV57655","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unclassified","Unclassified"
"ASV57656","Bacteria","Proteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV57657","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"ASV57658","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Tepidimicrobium"
"ASV57659","Bacteria","candidate_division_WPS-1","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV57660","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Parvimonas"
"ASV57661","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalbus"
"ASV57662","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified","Unclassified","Unclassified"
"ASV66560","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"ASV66561","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia"
"ASV66562","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella"
"ASV66563","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinospirillum"
"ASV66564","Bacteria","Firmicutes","Bacilli","Bacillales","Unclassified","Unclassified"
"ASV66565","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV66566","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus"
"ASV66567","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV66568","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Indibacter"
"ASV66569","Bacteria","Proteobacteria","Deltaproteobacteria","Unclassified","Unclassified","Unclassified"
"ASV66570","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Unclassified","Unclassified"
"ASV66571","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV66572","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinospirillum"
"ASV66573","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV"
"ASV66574","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Unclassified"
"ASV66575","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus"
"ASV66576","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella"
"ASV66577","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"ASV66578","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unclassified","Unclassified"
"ASV66579","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified"
"ASV66580","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV66581","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV66582","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV66583","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter"
"ASV66584","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV66585","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV66586","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Unclassified"
"ASV66587","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadales_incertae_sedis","Teredinibacter"
"ASV66588","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV66589","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter"
"ASV66590","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV66591","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes"
"ASV66592","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV66593","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV66594","Bacteria","Proteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV66595","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unclassified"
"ASV66596","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Anaerosalibacter"
"ASV66597","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Unclassified"
"ASV66598","Bacteria","Acidobacteria","Acidobacteria_Gp2","Gp2","Unclassified","Unclassified"
"ASV66599","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ASV66600","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV66601","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Unclassified","Unclassified"
"ASV66602","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unclassified"
"ASV66603","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV66604","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter"
"ASV66605","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV66606","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Vulgatibacteraceae","Vulgatibacter"
"ASV66607","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV76855","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV"
"ASV76856","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV76857","Bacteria","Verrucomicrobia","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV76858","Bacteria","Firmicutes","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV76859","Bacteria","candidate_division_WPS-1","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV76860","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila"
"ASV76861","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","Bradymonadaceae","Bradymonas"
"ASV76862","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pseudoflavonifractor"
"ASV76863","Bacteria","Acidobacteria","Acidobacteria_Gp6","Gp6","Unclassified","Unclassified"
"ASV76864","Bacteria","Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Lutispora"
"ASV76865","Bacteria","Proteobacteria","Betaproteobacteria","Unclassified","Unclassified","Unclassified"
"ASV76866","Bacteria","Proteobacteria","Deltaproteobacteria","Unclassified","Unclassified","Unclassified"
"ASV76867","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified","Unclassified","Unclassified"
"ASV76868","Bacteria","Firmicutes","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV76869","Bacteria","Firmicutes","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV76870","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Rhodopirellula"
"ASV76871","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unclassified"
"ASV76872","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV76873","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Unclassified"
"ASV76874","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV76875","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV76876","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV76877","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Ferruginibacter"
"ASV76878","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Vampirovibrio"
"ASV76879","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unclassified"
"ASV76880","Bacteria","Firmicutes","Clostridia","Unclassified","Unclassified","Unclassified"
"ASV76881","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Unclassified"
"ASV76882","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Tepidimicrobium"
"ASV76883","Bacteria","Acidobacteria","Acidobacteria_Gp10","Gp10","Unclassified","Unclassified"
"ASV76884","Bacteria","Firmicutes","Clostridia","Unclassified","Unclassified","Unclassified"
"ASV76885","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Parafilimonas"
"ASV76886","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unclassified"
"ASV76887","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV76888","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Nubsella"
"ASV76889","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV76890","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Vitreoscilla"
